"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores","fechaMonitoreo"
"wm1031","Soto",-17.42260191031376,"rq8EgMnAQxrmrICBOpVm","Acera","Schinopsis haenkeana Engl.","vivo",-66.01758498698473,"[]","4Xh2nZGh8QVYOcA10y5U",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155044_510306301873094201.jpg?alt=media&token=2214906e-5775-4c9b-8f59-ea6d23a0f96f","2023-02-16 15:53:50","Sano, vigoroso","2023-02-16T19:53:50.000Z"
"WM1032","Sauce criollo",-17.422573439707644,"Uk1yUaESt4js4rdfNwWQ","Acera","Salix humboldtiana","vivo",-66.0175021737814,"[]","1qkROLgh6WsDi1QK3APz",0.52,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155239_5642079131580566586.jpg?alt=media&token=929cda57-4601-47f2-b3bc-c3d8e28d53cf","2023-02-16 15:54:07","Sano, vigoroso","2023-02-16T19:54:07.000Z"
"wm1031","Chacatea",-17.42257759833579,"d1m3Z9iSAsFag7dQ9nIM","Acera","Dodonaea viscosa Jacq.","vivo",-66.0176158323884,"[]","OwNy6BV0QX9zO48Gfxdj",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155558_3651651765548046093.jpg?alt=media&token=cfa47e42-d14a-4be8-9a2b-f39192000549","2023-02-16 15:56:14","Sano, vigoroso","2023-02-16T19:56:14.000Z"
"WM1033","Lloque",-17.422555845510654,"VxRpZWJ6V1tjDpY1AqcN","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01751692593098,"[]","NUp1uAyxOdMxyS1U18Fu",0.29,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155647_4219908960532897117.jpg?alt=media&token=0a7ed151-2017-4e55-b073-b1540ccc953a","2023-02-16 15:57:34","Sano, vigoroso","2023-02-16T19:57:34.000Z"
"wm1034","Tajibo rosado",-17.42256704181803,"0stDZuO8K9wwXagxkvsB","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01762890815735,"[]","7iSgWgaS05gP1bTBfGcT",0.37,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155653_5437315060530617785.jpg?alt=media&token=e028b5bf-8efb-464e-9cb3-1e49444cc64d","2023-02-16 15:57:40","Sano, vigoroso","2023-02-16T19:57:40.000Z"
"wm35","Chacatea",-17.422557125088666,"0phc52OOXZINveq4RwpU","Acera","Dodonaea viscosa Jacq.","vivo",-66.01764131337404,"[]","IIpmFAZMmR8m4ewLTlDf",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155830_3948435045420114271.jpg?alt=media&token=a4a9e942-e145-42c8-a802-e55d2987ef9c","2023-02-16 15:59:01","Sano, vigoroso","2023-02-16T19:59:01.000Z"
"MW1036","Soto",-17.42253089373743,"l56Xi05bQPWg2ptAuvK6","Acera","Schinopsis haenkeana Engl.","vivo",-66.01754643023014,"[]","5NxuySEG2xjFCiE3CQDm",0.18,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_155855_6233457781408594082.jpg?alt=media&token=ec15047c-595c-4740-8f68-7d97608af5e2","2023-02-16 15:59:17","Sano, vigoroso","2023-02-16T19:59:17.000Z"
"wm1037","Limon",-17.42254400941353,"Q6jtS5vDlVNznkKTR8rm","Acera","Citrus x limon","vivo",-66.0176607593894,"[]","1s22JXpxVZvG8Rw3B6Am",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160246_2300632504780143238.jpg?alt=media&token=6f83d97f-cc3d-4674-bcfa-ce8767ab6ea6","2023-02-16 16:03:18","Sano, vigoroso","2023-02-16T20:03:18.000Z"
"MW1038","Chacatea",-17.42251265974717,"Y5eHNiBGyWzUhFh1UjCj","Acera","Dodonaea viscosa Jacq.","vivo",-66.01756520569324,"[]","M94iUBGfdteVXXgtp0H0",0.56,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160154_336596361157716713.jpg?alt=media&token=e2859118-e34b-4e33-a18f-77cd83a1d577","2023-02-16 16:03:23","Sano, vigoroso","2023-02-16T20:03:23.000Z"
"MW1039","Lloque",-17.422497944595797,"ceCVGTDenb1q2lfDVT3D","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01758565753698,"[]","40WNq0vpGAlDiDekBpc4",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160436_708579857806949574.jpg?alt=media&token=b60d3af7-b623-4caa-8a24-20a792724bfc","2023-02-16 16:05:23","Sano, vigoroso","2023-02-16T20:05:23.000Z"
"wm41","Guayaba",-17.422507221539195,"kyvSnPbZVZFl1ZwIQQlk","Acera","Psidium guajava","vivo",-66.0177144035697,"[]","csG2zaZx48u7uaOUeuFL",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160519_263439736933700891.jpg?alt=media&token=4bee6239-c1a4-4726-a739-311494062160","2023-02-16 16:05:52","Sano, vigoroso","2023-02-16T20:05:52.000Z"
"MW1040","Jarca",-17.422479390707597,"ctkqxpR3pxP56uB06y9N","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.01760677993298,"[]","ja5TyFouMUmd2fGkVXEC",0.32,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160719_2564746182514301737.jpg?alt=media&token=fd6703c2-33cf-472b-aba4-df39ce6caab2","2023-02-16 16:08:29","Sano, vigoroso","2023-02-16T20:08:29.000Z"
"wm1042","Lloque",-17.4224982644904,"xIBUolFrF2005nYdgZS5","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.0177294909954,"[]","RGLTAHRjHwJ2j6AeeLas",0.33,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160747_7296179752733122952.jpg?alt=media&token=33f89755-6ae1-4fb8-8b04-42fb40ea05da","2023-02-16 16:09:00","Sano, vigoroso","2023-02-16T20:09:00.000Z"
"wm1043","Limon",-17.422486428389554,"7day222e2sTRAqQIXdqn","Acera","Citrus x limon","vivo",-66.01774524897337,"[]","uWWTzxS6gWSautAJ9lFv",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_160953_3044406086520207614.jpg?alt=media&token=c44427f3-2aa8-45bf-9504-4bb1a0ad16d2","2023-02-16 16:10:55","Sano, vigoroso","2023-02-16T20:10:55.000Z"
"MW1045","Tajibo rosado",-17.422435565136613,"MEWgXe2TCx2F9j91V6pV","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01767618209124,"[]","7zCgFvWvMs1wNeRCIdix",0.8,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161002_1432674446046683800.jpg?alt=media&token=3d446d6e-ab18-47c1-a584-e3c227471504","2023-02-16 16:11:55","Sano, vigoroso","2023-02-16T20:11:55.000Z"
"MW1046","Guayaba",-17.422408054188857,"wEreHbyqoYAYCoN2O2sJ","Acera","Psidium guajava","vivo",-66.01771038025618,"[]","fKRoz7BOI84ba5F7LcYF",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161222_1050329308845387736.jpg?alt=media&token=9dae98d3-d1c9-4e39-b3c0-cc7697fc6bf7","2023-02-16 16:13:48","Sano, vigoroso","2023-02-16T20:13:48.000Z"
"wm44","Chacatea",-17.4224701137628,"sZE3fmf36xFUTUEFvhHk","Acera","Dodonaea viscosa Jacq.","vivo",-66.01775966584684,"[]","wq6hJTwkLxMUkvsQX35E",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161335_2074284738468374447.jpg?alt=media&token=20601ead-f775-4588-bb54-17d4665e4351","2023-02-16 16:13:49","Sano, vigoroso","2023-02-16T20:13:49.000Z"
"MW1047","Jarca",-17.422383102395457,"qqAmkYofpRwbFDDtKywQ","Acera","Senegalia (Acacia) visco (Lorentz ex Griseb.) Seigler & Ebinger","vivo",-66.01773418486118,"[]","7DTRalhPATAd3XEClXjF",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161432_4744904622390677169.jpg?alt=media&token=b9cf0369-2edc-4783-bf06-4509a2ba59b3","2023-02-16 16:15:24","Sano, vigoroso","2023-02-16T20:15:24.000Z"
"MW1048","Chacatea",-17.42236838723365,"t090r7vWOqNEza4Y75az","Acera","Dodonaea viscosa Jacq.","vivo",-66.0177606716752,"[]","cd8uqJQ8P8WGjwVqjzz6",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230216_161554_534850309543118916.jpg?alt=media&token=9be9877a-3d23-41aa-b5bb-3963abe0ec58","2023-02-16 16:16:52","Sano, vigoroso","2023-02-16T20:16:52.000Z"
